"Region Name (GO)","ONS LACode","ONS LA Name","CP","S Ref E","S Ref N","Road","A-Junction","A Ref E","A Ref N","B-Junction","B Ref E","B Ref N","RCat","iDir","Year","dCount","Hour","PC","2WMV","CAR","BUS","LGV","HGVR2","HGVR3","HGVR4","HGVA3","HGVA5","HGVA6","HGV","AMV"
"South West","E10000027","Somerset","6022","330800","134540","M5","24","330522","134108","23","331516","141332","TM","S","2015","2015-04-23 00:00:00","8","0","4","1991","0","541","72","37","24","20","76","120","349","2885"
"South West","E10000027","Somerset","6022","330800","134540","M5","24","330522","134108","23","331516","141332","TM","S","2015","2015-04-23 00:00:00","9","0","4","1632","0","402","75","18","19","15","61","92","280","2318"
"South West","E10000027","Somerset","6022","330800","134540","M5","24","330522","134108","23","331516","141332","TM","S","2015","2015-04-23 00:00:00","10","0","7","1461","3","299","42","15","20","18","61","96","252","2022"
"South West","E10000027","Somerset","6022","330800","134540","M5","24","330522","134108","23","331516","141332","TM","S","2015","2015-04-23 00:00:00","11","0","4","1413","3","244","44","19","12","8","71","57","211","1875"
"South West","E10000027","Somerset","6022","330800","134540","M5","24","330522","134108","23","331516","141332","TM","S","2015","2015-04-23 00:00:00","12","0","5","1502","0","294","63","19","15","11","95","55","258","2059"
"South West","E10000027","Somerset","6022","330800","134540","M5","24","330522","134108","23","331516","141332","TM","S","2015","2015-04-23 00:00:00","13","0","6","1402","2","214","33","8","9","19","65","70","204","1828"
"South West","E10000027","Somerset","6022","330800","134540","M5","24","330522","134108","23","331516","141332","TM","S","2015","2015-04-23 00:00:00","14","0","8","1396","5","267","34","11","15","12","38","79","189","1865"
"South West","E10000027","Somerset","6022","330800","134540","M5","24","330522","134108","23","331516","141332","TM","S","2015","2015-04-23 00:00:00","15","0","14","1687","2","299","49","8","17","13","67","69","223","2225"
"South West","E10000027","Somerset","6022","330800","134540","M5","24","330522","134108","23","331516","141332","TM","S","2015","2015-04-23 00:00:00","16","0","7","2258","8","404","53","8","9","16","59","80","225","2902"
"South West","E10000027","Somerset","6022","330800","134540","M5","24","330522","134108","23","331516","141332","TM","S","2015","2015-04-23 00:00:00","17","0","17","2247","7","281","33","9","0","15","60","36","153","2705"
"South West","E10000027","Somerset","6022","330800","134540","M5","24","330522","134108","23","331516","141332","TM","S","2015","2015-04-23 00:00:00","18","0","12","2155","11","277","23","6","5","10","68","34","146","2601"
"South West","E10000008","Devon","6023","303700","112172","M5","28","302710","107730","27","304757","114013","TM","N","2000","2000-07-14 00:00:00","7","2","1","992","23","243","70","19","9","19","38","39","194","1453"
"South West","E10000008","Devon","6023","303700","112172","M5","28","302710","107730","27","304757","114013","TM","N","2000","2000-07-14 00:00:00","8","0","5","1382","8","304","97","16","12","27","49","38","239","1938"
"South West","E10000008","Devon","6023","303700","112172","M5","28","302710","107730","27","304757","114013","TM","N","2000","2000-07-14 00:00:00","9","0","3","1392","38","272","93","12","4","29","69","45","252","1957"
"South West","E10000008","Devon","6023","303700","112172","M5","28","302710","107730","27","304757","114013","TM","N","2000","2000-07-14 00:00:00","10","0","7","1899","36","239","76","11","7","36","69","40","239","2420"
"South West","E10000008","Devon","6023","303700","112172","M5","28","302710","107730","27","304757","114013","TM","N","2000","2000-07-14 00:00:00","11","0","9","2260","33","226","78","21","9","30","67","34","239","2767"
"South West","E10000008","Devon","6023","303700","112172","M5","28","302710","107730","27","304757","114013","TM","N","2000","2000-07-14 00:00:00","12","0","10","1969","13","206","95","19","5","29","47","43","238","2436"
"South West","E10000008","Devon","6023","303700","112172","M5","28","302710","107730","27","304757","114013","TM","N","2000","2000-07-14 00:00:00","13","0","8","2086","24","212","95","22","8","26","63","55","269","2599"
"South West","E10000008","Devon","6023","303700","112172","M5","28","302710","107730","27","304757","114013","TM","N","2000","2000-07-14 00:00:00","14","0","33","2212","23","259","101","18","12","33","54","65","283","2810"
"South West","E10000008","Devon","6023","303700","112172","M5","28","302710","107730","27","304757","114013","TM","N","2000","2000-07-14 00:00:00","15","0","22","2104","14","286","80","15","5","17","51","44","212","2638"
"South West","E10000008","Devon","6023","303700","112172","M5","28","302710","107730","27","304757","114013","TM","N","2000","2000-07-14 00:00:00","16","0","12","2347","18","283","60","14","6","20","46","30","176","2836"
"South West","E10000008","Devon","6023","303700","112172","M5","28","302710","107730","27","304757","114013","TM","N","2000","2000-07-14 00:00:00","17","0","11","2282","17","259","43","11","1","12","28","26","121","2690"
"South West","E10000008","Devon","6023","303700","112172","M5","28","302710","107730","27","304757","114013","TM","N","2000","2000-07-14 00:00:00","18","0","9","1944","9","151","21","5","2","31","23","18","100","2213"
"South West","E10000008","Devon","6023","303700","112172","M5","28","302710","107730","27","304757","114013","TM","S","2000","2000-07-14 00:00:00","7","0","6","961","6","274","100","16","6","37","49","60","268","1515"
"South West","E10000008","Devon","6023","303700","112172","M5","28","302710","107730","27","304757","114013","TM","S","2000","2000-07-14 00:00:00","8","0","4","1707","6","235","96","15","2","37","51","56","257","2209"
"South West","E10000008","Devon","6023","303700","112172","M5","28","302710","107730","27","304757","114013","TM","S","2000","2000-07-14 00:00:00","9","0","6","1568","17","191","77","19","8","32","49","48","233","2015"
"South West","E10000008","Devon","6023","303700","112172","M5","28","302710","107730","27","304757","114013","TM","S","2000","2000-07-14 00:00:00","10","0","9","1528","19","188","68","17","10","20","55","41","211","1955"
"South West","E10000008","Devon","6023","303700","112172","M5","28","302710","107730","27","304757","114013","TM","S","2000","2000-07-14 00:00:00","11","0","2","1688","24","174","57","11","4","22","55","51","200","2088"
"South West","E10000008","Devon","6023","303700","112172","M5","28","302710","107730","27","304757","114013","TM","S","2000","2000-07-14 00:00:00","12","0","6","1660","9","194","41","11","9","23","61","41","186","2055"
"South West","E10000008","Devon","6023","303700","112172","M5","28","302710","107730","27","304757","114013","TM","S","2000","2000-07-14 00:00:00","13","0","8","1853","6","207","41","17","10","15","43","38","164","2238"
"South West","E10000008","Devon","6023","303700","112172","M5","28","302710","107730","27","304757","114013","TM","S","2000","2000-07-14 00:00:00","14","0","14","1893","14","218","46","14","10","27","41","36","174","2313"
"South West","E10000008","Devon","6023","303700","112172","M5","28","302710","107730","27","304757","114013","TM","S","2000","2000-07-14 00:00:00","15","0","5","2249","14","209","76","17","4","24","35","37","193","2670"
"South West","E10000008","Devon","6023","303700","112172","M5","28","302710","107730","27","304757","114013","TM","S","2000","2000-07-14 00:00:00","16","0","12","2344","17","276","60","19","5","24","43","31","182","2831"
"South West","E10000008","Devon","6023","303700","112172","M5","28","302710","107730","27","304757","114013","TM","S","2000","2000-07-14 00:00:00","17","1","17","2495","32","218","44","8","3","16","33","20","124","2886"
"South West","E10000008","Devon","6023","303700","112172","M5","28","302710","107730","27","304757","114013","TM","S","2000","2000-07-14 00:00:00","18","0","9","2283","9","153","21","5","1","11","20","23","81","2535"
"South West","E10000008","Devon","6023","303700","112172","M5","28","302710","107730","27","304757","114013","TM","N","2001","2001-04-04 00:00:00","7","0","3","1054","7","296","64","26","6","17","27","37","177","1537"
"South West","E10000008","Devon","6023","303700","112172","M5","28","302710","107730","27","304757","114013","TM","N","2001","2001-04-04 00:00:00","8","0","0","1406","14","320","84","19","9","23","34","30","199","1939"
"South West","E10000008","Devon","6023","303700","112172","M5","28","302710","107730","27","304757","114013","TM","N","2001","2001-04-04 00:00:00","9","0","2","1236","14","269","71","26","7","22","51","61","238","1759"
"South West","E10000008","Devon","6023","303700","112172","M5","28","302710","107730","27","304757","114013","TM","N","2001","2001-04-04 00:00:00","10","0","1","979","12","175","70","14","9","24","62","61","240","1407"
"South West","E10000008","Devon","6023","303700","112172","M5","28","302710","107730","27","304757","114013","TM","N","2001","2001-04-04 00:00:00","11","0","1","969","15","165","88","15","6","43","59","72","283","1433"
"South West","E10000008","Devon","6023","303700","112172","M5","28","302710","107730","27","304757","114013","TM","N","2001","2001-04-04 00:00:00","12","0","4","1003","11","181","78","29","9","22","59","64","261","1460"
"South West","E10000008","Devon","6023","303700","112172","M5","28","302710","107730","27","304757","114013","TM","N","2001","2001-04-04 00:00:00","13","0","1","1046","11","252","53","20","6","18","49","58","204","1514"
"South West","E10000008","Devon","6023","303700","112172","M5","28","302710","107730","27","304757","114013","TM","N","2001","2001-04-04 00:00:00","14","0","4","1034","9","223","92","23","6","24","51","54","250","1520"
"South West","E10000008","Devon","6023","303700","112172","M5","28","302710","107730","27","304757","114013","TM","N","2001","2001-04-04 00:00:00","15","0","1","1114","12","260","94","21","7","22","35","67","246","1633"
"South West","E10000008","Devon","6023","303700","112172","M5","28","302710","107730","27","304757","114013","TM","N","2001","2001-04-04 00:00:00","16","0","2","1292","7","285","74","20","2","14","44","60","214","1800"
"South West","E10000008","Devon","6023","303700","112172","M5","28","302710","107730","27","304757","114013","TM","N","2001","2001-04-04 00:00:00","17","0","5","1415","9","247","60","14","1","19","59","43","196","1872"
"South West","E10000008","Devon","6023","303700","112172","M5","28","302710","107730","27","304757","114013","TM","N","2001","2001-04-04 00:00:00","18","0","5","1061","8","169","23","14","0","21","38","37","133","1376"
"South West","E10000008","Devon","6023","303700","112172","M5","28","302710","107730","27","304757","114013","TM","S","2001","2001-04-04 00:00:00","7","0","1","816","2","307","124","13","5","41","61","79","323","1449"
"South West","E10000008","Devon","6023","303700","112172","M5","28","302710","107730","27","304757","114013","TM","S","2001","2001-04-04 00:00:00","8","0","1","1402","7","309","103","16","4","18","53","59","253","1972"
"South West","E10000008","Devon","6023","303700","112172","M5","28","302710","107730","27","304757","114013","TM","S","2001","2001-04-04 00:00:00","9","0","1","1183","2","292","76","12","5","20","39","61","213","1691"
"South West","E10000008","Devon","6023","303700","112172","M5","28","302710","107730","27","304757","114013","TM","S","2001","2001-04-04 00:00:00","10","0","5","883","7","182","99","24","4","15","64","55","261","1338"
"South West","E10000008","Devon","6023","303700","112172","M5","28","302710","107730","27","304757","114013","TM","S","2001","2001-04-04 00:00:00","11","0","3","745","10","157","55","20","8","16","32","39","170","1085"
"South West","E10000008","Devon","6023","303700","112172","M5","28","302710","107730","27","304757","114013","TM","S","2001","2001-04-04 00:00:00","12","0","3","688","15","132","65","8","2","20","38","55","188","1026"
"South West","E10000008","Devon","6023","303700","112172","M5","28","302710","107730","27","304757","114013","TM","S","2001","2001-04-04 00:00:00","13","0","1","1009","7","157","48","8","1","30","27","49","163","1337"
"South West","E10000008","Devon","6023","303700","112172","M5","28","302710","107730","27","304757","114013","TM","S","2001","2001-04-04 00:00:00","14","0","3","999","6","204","64","11","3","18","43","32","171","1383"
"South West","E10000008","Devon","6023","303700","112172","M5","28","302710","107730","27","304757","114013","TM","S","2001","2001-04-04 00:00:00","15","0","2","1107","14","237","55","20","4","11","43","34","167","1527"
"South West","E10000008","Devon","6023","303700","112172","M5","28","302710","107730","27","304757","114013","TM","S","2001","2001-04-04 00:00:00","16","0","2","1319","14","266","68","20","6","24","29","46","193","1794"
"South West","E10000008","Devon","6023","303700","112172","M5","28","302710","107730","27","304757","114013","TM","S","2001","2001-04-04 00:00:00","17","0","4","1617","18","270","61","11","3","19","31","26","151","2060"
"South West","E10000008","Devon","6023","303700","112172","M5","28","302710","107730","27","304757","114013","TM","S","2001","2001-04-04 00:00:00","18","0","2","1069","7","124","36","4","2","19","20","35","116","1318"
"South West","E10000008","Devon","6023","303700","112172","M5","28","302710","107730","27","304757","114013","TM","N","2002","2002-10-02 00:00:00","7","0","3","1012","7","330","55","28","8","15","46","46","198","1550"
"South West","E10000008","Devon","6023","303700","112172","M5","28","302710","107730","27","304757","114013","TM","N","2002","2002-10-02 00:00:00","8","0","3","1507","13","303","95","10","7","25","41","28","206","2032"
"South West","E10000008","Devon","6023","303700","112172","M5","28","302710","107730","27","304757","114013","TM","N","2002","2002-10-02 00:00:00","9","0","2","1277","13","280","60","26","6","31","45","55","223","1795"
"South West","E10000008","Devon","6023","303700","112172","M5","28","302710","107730","27","304757","114013","TM","N","2002","2002-10-02 00:00:00","10","0","16","1251","15","177","89","23","9","38","50","70","279","1738"
"South West","E10000008","Devon","6023","303700","112172","M5","28","302710","107730","27","304757","114013","TM","N","2002","2002-10-02 00:00:00","11","0","8","1217","7","140","90","12","6","19","50","53","230","1602"
"South West","E10000008","Devon","6023","303700","112172","M5","28","302710","107730","27","304757","114013","TM","N","2002","2002-10-02 00:00:00","12","0","1","845","3","159","85","17","4","24","52","73","255","1263"
"South West","E10000008","Devon","6023","303700","112172","M5","28","302710","107730","27","304757","114013","TM","N","2002","2002-10-02 00:00:00","13","0","1","966","8","178","90","22","3","30","48","77","270","1423"
"South West","E10000008","Devon","6023","303700","112172","M5","28","302710","107730","27","304757","114013","TM","N","2002","2002-10-02 00:00:00","14","0","4","1082","5","170","76","22","7","16","32","57","210","1471"
"South West","E10000008","Devon","6023","303700","112172","M5","28","302710","107730","27","304757","114013","TM","N","2002","2002-10-02 00:00:00","15","0","3","1289","6","229","66","23","7","20","53","69","238","1765"
"South West","E10000008","Devon","6023","303700","112172","M5","28","302710","107730","27","304757","114013","TM","N","2002","2002-10-02 00:00:00","16","0","4","1584","10","275","70","8","13","21","25","56","193","2066"
"South West","E10000008","Devon","6023","303700","112172","M5","28","302710","107730","27","304757","114013","TM","N","2002","2002-10-02 00:00:00","17","0","9","1587","4","221","57","10","1","17","33","61","179","2000"
"South West","E10000008","Devon","6023","303700","112172","M5","28","302710","107730","27","304757","114013","TM","N","2002","2002-10-02 00:00:00","18","0","2","1118","12","166","39","12","0","18","43","32","144","1442"
"South West","E10000008","Devon","6023","303700","112172","M5","28","302710","107730","27","304757","114013","TM","S","2002","2002-10-02 00:00:00","7","0","3","934","4","380","95","23","3","37","60","56","274","1595"
"South West","E10000008","Devon","6023","303700","112172","M5","28","302710","107730","27","304757","114013","TM","S","2002","2002-10-02 00:00:00","8","0","5","1546","7","320","117","8","6","11","37","82","261","2139"
"South West","E10000008","Devon","6023","303700","112172","M5","28","302710","107730","27","304757","114013","TM","S","2002","2002-10-02 00:00:00","9","0","4","1160","4","243","76","17","4","26","46","58","227","1638"
"South West","E10000008","Devon","6023","303700","112172","M5","28","302710","107730","27","304757","114013","TM","S","2002","2002-10-02 00:00:00","10","0","5","1177","5","233","74","18","4","20","36","71","223","1643"
"South West","E10000008","Devon","6023","303700","112172","M5","28","302710","107730","27","304757","114013","TM","S","2002","2002-10-02 00:00:00","11","0","3","1040","1","229","81","21","3","25","49","60","239","1512"
"South West","E10000008","Devon","6023","303700","112172","M5","28","302710","107730","27","304757","114013","TM","S","2002","2002-10-02 00:00:00","12","0","5","1032","4","195","68","12","1","27","43","46","197","1433"
"South West","E10000008","Devon","6023","303700","112172","M5","28","302710","107730","27","304757","114013","TM","S","2002","2002-10-02 00:00:00","13","0","2","1133","7","225","74","18","6","12","36","55","201","1568"
"South West","E10000008","Devon","6023","303700","112172","M5","28","302710","107730","27","304757","114013","TM","S","2002","2002-10-02 00:00:00","14","0","6","1108","8","228","76","29","7","15","41","43","211","1561"
"South West","E10000008","Devon","6023","303700","112172","M5","28","302710","107730","27","304757","114013","TM","S","2002","2002-10-02 00:00:00","15","0","7","1168","6","274","68","14","3","18","36","51","190","1645"
"South West","E10000008","Devon","6023","303700","112172","M5","28","302710","107730","27","304757","114013","TM","S","2002","2002-10-02 00:00:00","16","0","4","1644","20","285","74","26","8","17","32","44","201","2154"
"South West","E10000008","Devon","6023","303700","112172","M5","28","302710","107730","27","304757","114013","TM","S","2002","2002-10-02 00:00:00","17","0","5","1817","7","315","42","19","5","19","32","38","155","2299"
"South West","E10000008","Devon","6023","303700","112172","M5","28","302710","107730","27","304757","114013","TM","S","2002","2002-10-02 00:00:00","18","0","1","1030","7","139","25","9","0","12","30","24","100","1277"
"South West","E10000008","Devon","6023","303700","112172","M5","28","302710","107730","27","304757","114013","TM","N","2003","2003-07-09 00:00:00","7","0","6","1160","2","354","71","44","12","13","29","48","217","1739"
"South West","E10000008","Devon","6023","303700","112172","M5","28","302710","107730","27","304757","114013","TM","N","2003","2003-07-09 00:00:00","8","0","5","1514","7","399","80","22","6","22","36","43","209","2134"
"South West","E10000008","Devon","6023","303700","112172","M5","28","302710","107730","27","304757","114013","TM","N","2003","2003-07-09 00:00:00","9","0","8","1457","20","305","93","29","13","15","41","56","247","2037"
"South West","E10000008","Devon","6023","303700","112172","M5","28","302710","107730","27","304757","114013","TM","N","2003","2003-07-09 00:00:00","10","0","22","1442","19","243","69","17","13","23","41","71","234","1960"
"South West","E10000008","Devon","6023","303700","112172","M5","28","302710","107730","27","304757","114013","TM","N","2003","2003-07-09 00:00:00","11","0","8","1287","10","263","71","36","16","22","61","68","274","1842"
"South West","E10000008","Devon","6023","303700","112172","M5","28","302710","107730","27","304757","114013","TM","N","2003","2003-07-09 00:00:00","12","0","12","1297","3","249","61","28","8","23","46","74","240","1801"
"South West","E10000008","Devon","6023","303700","112172","M5","28","302710","107730","27","304757","114013","TM","N","2003","2003-07-09 00:00:00","13","0","7","1268","8","234","80","30","8","17","36","79","250","1767"
"South West","E10000008","Devon","6023","303700","112172","M5","28","302710","107730","27","304757","114013","TM","N","2003","2003-07-09 00:00:00","14","0","9","1340","14","264","80","26","7","13","36","86","248","1875"
"South West","E10000008","Devon","6023","303700","112172","M5","28","302710","107730","27","304757","114013","TM","N","2003","2003-07-09 00:00:00","15","0","12","1291","1","301","71","23","9","12","30","79","224","1829"
"South West","E10000008","Devon","6023","303700","112172","M5","28","302710","107730","27","304757","114013","TM","N","2003","2003-07-09 00:00:00","16","0","10","1548","4","302","56","16","6","15","30","82","205","2069"
"South West","E10000008","Devon","6023","303700","112172","M5","28","302710","107730","27","304757","114013","TM","N","2003","2003-07-09 00:00:00","17","0","15","1946","16","263","53","9","4","14","32","51","163","2403"
"South West","E10000008","Devon","6023","303700","112172","M5","28","302710","107730","27","304757","114013","TM","N","2003","2003-07-09 00:00:00","18","0","6","1345","16","149","35","6","3","18","28","48","138","1654"
"South West","E10000008","Devon","6023","303700","112172","M5","28","302710","107730","27","304757","114013","TM","S","2003","2003-07-09 00:00:00","7","0","6","1059","0","403","113","22","13","26","38","105","317","1785"
"South West","E10000008","Devon","6023","303700","112172","M5","28","302710","107730","27","304757","114013","TM","S","2003","2003-07-09 00:00:00","8","0","17","1568","10","315","91","24","8","11","41","70","245","2155"
"South West","E10000008","Devon","6023","303700","112172","M5","28","302710","107730","27","304757","114013","TM","S","2003","2003-07-09 00:00:00","9","0","16","1457","20","232","69","22","12","10","40","77","230","1955"
"South West","E10000008","Devon","6023","303700","112172","M5","28","302710","107730","27","304757","114013","TM","S","2003","2003-07-09 00:00:00","10","0","4","1379","7","174","72","15","9","13","34","67","210","1774"
"South West","E10000008","Devon","6023","303700","112172","M5","28","302710","107730","27","304757","114013","TM","S","2003","2003-07-09 00:00:00","11","0","7","1394","16","197","78","27","10","17","34","60","226","1840"
"South West","E10000008","Devon","6023","303700","112172","M5","28","302710","107730","27","304757","114013","TM","S","2003","2003-07-09 00:00:00","12","0","3","1193","10","173","65","21","16","11","31","73","217","1596"
"South West","E10000008","Devon","6023","303700","112172","M5","28","302710","107730","27","304757","114013","TM","S","2003","2003-07-09 00:00:00","13","0","9","1222","4","230","64","18","8","9","32","60","191","1656"
"South West","E10000008","Devon","6023","303700","112172","M5","28","302710","107730","27","304757","114013","TM","S","2003","2003-07-09 00:00:00","14","0","2","1278","7","246","59","23","5","16","28","59","190","1723"
"South West","E10000008","Devon","6023","303700","112172","M5","28","302710","107730","27","304757","114013","TM","S","2003","2003-07-09 00:00:00","15","0","2","1416","11","272","84","20","9","17","36","53","219","1920"
"South West","E10000008","Devon","6023","303700","112172","M5","28","302710","107730","27","304757","114013","TM","S","2003","2003-07-09 00:00:00","16","0","7","1645","12","302","49","22","7","11","22","59","170","2136"
"South West","E10000008","Devon","6023","303700","112172","M5","28","302710","107730","27","304757","114013","TM","S","2003","2003-07-09 00:00:00","17","0","8","1698","6","260","38","14","3","8","18","32","113","2085"
"South West","E10000008","Devon","6023","303700","112172","M5","28","302710","107730","27","304757","114013","TM","S","2003","2003-07-09 00:00:00","18","0","18","1310","9","157","24","4","4","8","15","48","103","1597"
"South West","E10000008","Devon","6023","303700","112172","M5","28","302710","107730","27","304757","114013","TM","N","2004","2004-05-07 00:00:00","7","0","2","1157","3","333","69","29","11","9","27","54","199","1694"
"South West","E10000008","Devon","6023","303700","112172","M5","28","302710","107730","27","304757","114013","TM","N","2004","2004-05-07 00:00:00","8","0","1","1463","10","313","100","21","9","23","29","48","230","2017"
"South West","E10000008","Devon","6023","303700","112172","M5","28","302710","107730","27","304757","114013","TM","N","2004","2004-05-07 00:00:00","9","0","4","1501","50","287","95","29","15","26","40","55","260","2102"
"South West","E10000008","Devon","6023","303700","112172","M5","28","302710","107730","27","304757","114013","TM","N","2004","2004-05-07 00:00:00","10","0","18","1812","67","228","79","22","8","16","72","80","277","2402"
"South West","E10000008","Devon","6023","303700","112172","M5","28","302710","107730","27","304757","114013","TM","N","2004","2004-05-07 00:00:00","11","0","46","2018","19","253","79","22","27","21","46","49","244","2580"
"South West","E10000008","Devon","6023","303700","112172","M5","28","302710","107730","27","304757","114013","TM","N","2004","2004-05-07 00:00:00","12","0","14","1960","18","244","86","17","7","14","42","78","244","2480"
"South West","E10000008","Devon","6023","303700","112172","M5","28","302710","107730","27","304757","114013","TM","N","2004","2004-05-07 00:00:00","13","0","11","1873","25","209","73","20","9","16","38","53","209","2327"
"South West","E10000008","Devon","6023","303700","112172","M5","28","302710","107730","27","304757","114013","TM","N","2004","2004-05-07 00:00:00","14","0","5","1994","10","207","89","33","7","10","54","54","247","2463"
"South West","E10000008","Devon","6023","303700","112172","M5","28","302710","107730","27","304757","114013","TM","N","2004","2004-05-07 00:00:00","15","0","14","2072","3","312","75","25","14","10","23","62","209","2610"
"South West","E10000008","Devon","6023","303700","112172","M5","28","302710","107730","27","304757","114013","TM","N","2004","2004-05-07 00:00:00","16","0","9","2177","7","238","65","16","11","13","28","60","193","2624"
